gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,3,Blue,mid,Karis,oe:player:498246d6c44175256a07ed5f322c817,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Azir,Rumble,Varus,Kalista,Maokai,Rell,1902,0,2,2,1,7,16,0,0,0,0,0,0,0,0,0.2208,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14696,463.5962,0.26529,536.9716,287.5394,18,0.5678,10,0.3155,7,37,1.1672,12650,8494,267.9495,0.245071,12375,,326,319,7,,,10.2839,3408,5028,96,3640,4988,97,-232,40,-1,0,0,0,0,0,0,5246,7842,154,6996,8463,161,-1750,-621,-7,0,0,0,2,2,0
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,4,Blue,bot,Envyy,oe:player:b0e54ad49a5ce7a200bcb877eee7ed9,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Seraphine,Rumble,Varus,Kalista,Maokai,Rell,1902,0,0,2,4,7,16,0,0,0,0,0,0,0,0,0.2208,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,2,9846,310.5994,0.177738,556.9716,358.3281,31,0.9779,8,0.2524,6,70,2.2082,10484,6328,199.6215,0.18258,10200,,214,214,0,,,6.7508,3280,3382,75,3086,3131,74,194,251,1,0,0,0,0,0,0,5107,5373,115,5639,5467,131,-532,-94,-16,0,0,1,0,4,0
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,5,Blue,sup,Effort,oe:player:035b9ae578574cdf728d8760483d804,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,Senna,Rumble,Varus,Kalista,Maokai,Rell,1902,0,0,5,4,7,16,0,0,0,0,0,0,0,0,0.2208,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9598,302.7760,0.173262,465.3312,204.6372,60,1.8927,33,1.0410,21,128,4.0379,9145,4989,157.3817,0.143948,8775,,104,104,0,,,3.2808,3057,2753,35,2641,2948,47,416,-195,-12,0,0,0,0,0,0,4600,4163,61,4476,5334,81,124,-1171,-20,0,0,1,0,4,0
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,6,Red,top,Kiin,oe:player:03daae1844b9ad257324c3eedf41e28,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,K'Sante,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,5,1,6,16,7,1,0,0,0,0,0,0,0,0.5047,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12611,397.8233,0.150743,630.3470,1463.0284,14,0.4416,8,0.2524,9,42,1.3249,14428,10272,324.0379,0.204251,13025,,300,300,0,,,9.4637,3393,5213,93,3126,5051,81,267,162,12,0,0,0,0,0,0,5864,8162,143,4803,7739,130,1061,423,13,2,2,0,0,0,1
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,7,Red,jng,Canyon,oe:player:92544d7a994bd6841cccd9f6e42e3de,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Brand,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,3,2,8,16,7,0,0,0,0,0,0,0,1,0.5047,0.7256,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,1,0,20128,634.9527,0.240596,663.9748,340.0315,37,1.1672,12,0.3785,11,76,2.3975,13603,9447,298.0126,0.187847,11825,,223,20,203,,,7.0347,3415,3857,79,3609,3887,75,-194,-30,4,0,0,1,1,0,0,5188,6069,118,5280,6135,117,-92,-66,1,0,3,1,1,0,1
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,8,Red,mid,Chovy,oe:player:fb6e61b8acb05df17b7e5ad4ae7c800,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Corki,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,5,2,8,16,7,2,0,0,0,0,0,0,0,0.5047,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,34622,1092.1767,0.413847,424.3849,259.3375,15,0.4732,12,0.3785,4,48,1.5142,17960,13804,435.4574,0.27448,17250,,338,316,22,,,10.6625,3640,4988,97,3408,5028,96,232,-40,1,0,0,0,0,0,0,6996,8463,161,5246,7842,154,1750,621,7,2,2,0,0,0,0
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,9,Red,bot,Peyz,oe:player:5bbc2b92348d930ebd500cb9ce71bb7,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Aphelios,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,3,1,7,16,7,0,0,0,0,0,0,0,0,0.5047,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,11503,362.8707,0.137499,249.1483,349.8107,35,1.1041,20,0.6309,4,87,2.7445,14974,10818,341.2618,0.215108,12750,,291,266,25,,,9.1798,3086,3131,74,3280,3382,75,-194,-251,-1,0,0,0,0,0,0,5639,5467,131,5107,5373,115,532,94,16,0,4,0,0,0,1
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,10,Red,sup,Lehends,oe:player:e4e24b8656e4e6a74b939af730b0148,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,Nautilus,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,0,1,7,16,7,0,0,0,0,0,0,0,0,0.5047,0.7256,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4795,151.2618,0.057316,705.4574,1351.8927,55,1.7350,17,0.5363,14,99,3.1230,10106,5950,187.6972,0.118314,9000,,125,125,0,,,3.9432,2641,2948,47,3057,2753,35,-416,195,12,0,0,0,0,0,0,4476,5334,81,4600,4163,61,-124,1171,20,0,4,0,0,0,1
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,100,Blue,team,,,OKSavingsBank BRION,oe:team:66eccb6faca7fd5e3cdf4ccf903385c,,Rumble,Varus,Kalista,Maokai,Rell,1902,0,7,16,14,7,16,0,0,0,0,1,,,,0.2208,0.7256,1,2,3,2,3,0,0,1,0,0,1,,0,0,1,1,0,0,0,2,0,1,11,1,0,1,3,0,3,55396,1747.5079,,3340.2524,2101.5457,127,4.0063,72,2.2713,46,303,9.5584,55439,34661,1093.4069,,53625,-0.17408,,951,210,,,36.6246,16480,20101,362,16175,20137,390,305,-36,-28,1,0,0,0,0,1,25036,31252,577,28163,33495,634,-3127,-2243,-57,1,0,4,4,15,1
LOLTMNT02_29804,complete,,LCK,2024,Spring,0,2024-01-25 10:35:32,1,14.01,200,Red,team,,,Gen.G,oe:team:50f58982d91a36557ec8aec52ab014f,,Poppy,Orianna,Lee Sin,Xin Zhao,Wukong,1902,1,16,7,36,16,7,3,0,0,0,0,,,,0.5047,0.7256,0,3,2,3,2,0,1,2,0,0,0,,0,0,0,0,1,1,2,0,1,11,1,0,1,3,1,3,0,83659,2639.0852,,2673.3123,3764.1009,156,4.9211,69,2.1767,42,352,11.1041,71071,50293,1586.5300,,63850,0.17408,,1027,250,,,40.2839,16175,20137,390,16480,20101,362,-305,36,28,0,0,1,1,0,0,28163,33495,634,25036,31252,577,3127,2243,57,4,15,1,1,0,4
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,1,Blue,top,Yuki,oe:player:831ced1d191a551fe60cd51c9023b58,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,Jayce,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,3,7,4,12,26,0,0,0,0,0,0,0,0,0.4206,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,13762,482.3131,0.265123,673.4229,606.6939,12,0.4206,9,0.3154,7,39,1.3668,10624,6856,240.2804,0.232952,10625,,239,231,8,,,8.3762,4101,4837,89,3359,4181,59,742,656,30,2,1,2,2,0,2,6132,7738,144,5228,6291,96,904,1447,48,2,2,2,3,2,2
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,2,Blue,jng,Spot,oe:player:6c9d6b8aea6f3d16847bdebe05878a2,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,Jarvan IV,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,2,8,8,12,26,0,0,0,0,0,0,0,1,0.4206,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8299,290.8528,0.159879,1154.1939,1077.7921,10,0.3505,8,0.2804,9,39,1.3668,9226,5458,191.2850,0.185451,8875,,155,9,146,,,5.4322,3459,2767,50,3658,2936,50,-199,-169,0,1,4,3,2,4,3,5090,4950,88,5448,5006,82,-358,-56,6,1,5,5,3,6,4
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,3,Blue,mid,Artifact,oe:player:b96919a088e508abfbb1aa9c4cbb8f0,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,Orianna,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,5,3,3,12,26,0,0,0,0,0,0,0,0,0.4206,1.3318,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,1,12596,441.4486,0.24266,390.9112,198.4346,17,0.5958,6,0.2103,9,46,1.6121,11859,8091,283.5631,0.274915,12145,,244,239,5,,,8.5514,3528,4425,79,3820,4955,92,-292,-530,-13,1,1,1,1,2,0,5961,7383,135,5737,7844,147,224,-461,-12,3,1,1,1,4,0
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,4,Blue,bot,EasyLove,oe:player:8bc5c92cfeab0c2f650afbfcbff035c,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,Ashe,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,1,2,6,12,26,0,0,0,0,0,0,0,0,0.4206,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12585,441.0631,0.242448,478.1776,191.8107,9,0.3154,13,0.4556,2,39,1.3668,9548,5780,202.5701,0.196392,9400,,206,202,4,,,7.2196,2646,2054,53,4576,3098,78,-1930,-1044,-25,0,1,1,3,1,0,4463,4373,102,7441,5596,132,-2978,-1223,-30,0,2,1,4,2,0
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,5,Blue,sup,Zin,oe:player:1a37b777718802cb259d192e67ab64d,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,Rell,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,1,6,7,12,26,0,0,0,0,0,0,0,0,0.4206,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,4666,163.5280,0.0898898,555.0000,549.4276,49,1.7173,6,0.2103,13,89,3.1192,7014,3246,113.7617,0.110291,6625,,35,31,4,,,1.2266,3026,2469,20,2650,2411,14,376,58,6,1,2,1,0,5,0,4392,3345,26,3866,3197,23,526,148,3,1,4,2,0,6,1
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,6,Red,top,Sparda,oe:player:895b81748441d4b3c8faa7c1b8452dc,Team Whales,oe:team:407a64574852482edb8c1560eab637c,Rumble,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,6,4,8,26,12,0,0,0,0,0,0,0,0,0.9112,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14550,509.9299,0.204159,572.2430,500.2921,15,0.5257,6,0.2103,6,40,1.4019,11312,7544,264.3925,0.188539,11000,,161,161,0,,,5.6425,3359,4181,59,4101,4837,89,-742,-656,-30,2,0,2,2,1,2,5228,6291,96,6132,7738,144,-904,-1447,-48,3,2,2,2,2,2
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,7,Red,jng,BeanJ,oe:player:0ad6b88ff1affb81ce31248a4fe73d0,Team Whales,oe:team:407a64574852482edb8c1560eab637c,Xin Zhao,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,5,4,16,26,12,0,0,0,0,1,0,1,0,0.9112,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,17481,612.6519,0.245285,1178.3411,872.9089,19,0.6659,13,0.4556,14,57,1.9977,11051,7283,255.2453,0.182016,9850,,155,27,128,,,5.4322,3658,2936,50,3459,2767,50,199,169,0,2,4,3,1,4,3,5448,5006,82,5090,4950,88,358,56,-6,3,6,4,1,5,5
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,8,Red,mid,Gloryy,oe:player:97703d326201ee5bfa4694c7a73a2b4,Team Whales,oe:team:407a64574852482edb8c1560eab637c,Azir,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,2,2,7,26,12,0,0,0,0,0,0,0,0,0.9112,1.3318,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,1,0,10458,366.5187,0.146742,508.6682,396.2734,19,0.6659,9,0.3154,9,47,1.6472,12246,8478,297.1262,0.211881,12175,,293,272,21,,,10.2687,3820,4955,92,3528,4425,79,292,530,13,1,2,0,1,1,1,5737,7844,147,5961,7383,135,-224,461,12,1,4,0,3,1,1
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,9,Red,bot,Artemis,oe:player:9d2474b953a3a0be93880409ccceb4e,Team Whales,oe:team:407a64574852482edb8c1560eab637c,Varus,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,12,0,8,26,12,2,1,0,0,1,1,0,0,0.9112,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,23242,814.5561,0.326121,279.0771,155.4322,15,0.5257,8,0.2804,8,36,1.2617,16125,12357,433.0724,0.308826,13600,,249,249,0,,,8.7266,4576,3098,78,2646,2054,53,1930,1044,25,3,1,0,0,1,1,7441,5596,132,4463,4373,102,2978,1223,30,4,2,0,0,2,1
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,10,Red,sup,Bie,oe:player:1f7d70f56b608b3137df2493949fdd0,Team Whales,oe:team:407a64574852482edb8c1560eab637c,Nautilus,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,1,2,15,26,12,0,0,0,0,1,0,1,0,0.9112,1.3318,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5537,194.0537,0.0776927,347.6986,476.4252,48,1.6822,9,0.3154,15,88,3.0841,8119,4351,152.4883,0.108739,6925,,31,31,0,,,1.0864,2650,2411,14,3026,2469,20,-376,-58,-6,0,5,0,1,2,1,3866,3197,23,4392,3345,26,-526,-148,-3,0,6,1,1,4,2
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,100,Blue,team,,,Rainbow Warriors,oe:team:afeca2d124b58ca3538d968b859aa65,,Akali,Neeko,Lucian,LeBlanc,Yone,1712,0,12,26,28,12,26,0,0,0,0,0,,,,0.4206,1.3318,0,0,3,0,3,0,0,0,0,0,0,,0,0,0,0,1,0,0,1,0,2,9,0,0,3,6,0,1,51908,1819.2056,,3251.7056,2624.1589,97,3.3995,42,1.4720,40,252,8.8318,48271,29431,1031.4603,,47670,-0.116183,,712,167,,,30.8061,16760,16552,291,18063,17581,293,-1303,-1029,-2,5,9,8,8,12,5,26038,27789,495,27720,27934,480,-1682,-145,15,7,14,11,11,20,7
LOLTMNT03_33548,complete,,VCS,2024,Spring,0,2024-01-25 10:55:42,2,14.01,200,Red,team,,,Team Whales,oe:team:407a64574852482edb8c1560eab637c,,Kalista,Tristana,Nocturne,Heimerdinger,Jax,1712,1,26,12,54,26,12,2,1,0,0,1,,,,0.9112,1.3318,1,3,0,3,0,0,1,1,0,1,0,,0,0,1,1,0,1,1,0,1,9,2,1,1,6,3,1,0,71268,2497.7103,,2886.0280,2401.3318,116,4.0654,45,1.5771,52,268,9.3925,58853,40013,1402.3248,,53550,0.116183,,740,149,,,31.1565,18063,17581,293,16760,16552,291,1303,1029,2,8,12,5,5,9,8,27720,27934,480,26038,27789,495,1682,145,-15,11,20,7,7,14,11
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,1,Blue,top,Zika,oe:player:65ed20b21e2993fb00dbd21a2fd991b,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Jax,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,1,1,2,3,8,,,,,,0,,,0.0959,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14954,478.2729,0.359261,705.7676,,15,0.4797,9,0.2878,7,42,1.3433,12882,8779,280.7783,0.281735,12688,,336,300,36,8,12,10.7463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,2,Blue,jng,Weiwei,oe:player:57da8dfcfbdb4e5b019fe93003db1c4,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Sejuani,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,0,2,2,3,8,,,,,,0,,,0.0959,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4149,132.6972,0.099669,771.6844,,16,0.5117,9,0.2878,15,49,1.5672,8558,4455,142.4840,0.142975,8465,,162,10,152,110,7,5.1812,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,3,Blue,mid,Scout,oe:player:71e79ef80600d398d90cfebe3b0b758,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Orianna,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,1,1,2,3,8,,,,,,0,,,0.0959,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12803,409.4776,0.307586,345.7356,,9,0.2878,10,0.3198,5,48,1.5352,11436,7333,234.5309,0.235332,11365,,287,281,6,6,0,9.1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,4,Blue,bot,GALA,oe:player:867e8957fae1cb59f0808dbcc3aada2,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Aphelios,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,1,3,0,3,8,,,,,,0,,,0.0959,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7710,246.5885,0.185213,336.5885,,9,0.2878,19,0.6077,1,44,1.4072,11965,7862,251.4499,0.252308,11424,,287,270,17,13,0,9.1791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,5,Blue,sup,Mark,oe:player:a74c2977c1fc826e9e7bdb6b224a141,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,Milio,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,0,1,1,3,8,,,,,,0,,,0.0959,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2009,64.2537,0.0482719,236.4179,,51,1.6311,7,0.2239,14,94,3.0064,6834,2731,87.3454,0.0876509,6675,,34,34,0,0,0,1.0874,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,6,Red,top,HOYA,oe:player:57ac9f77eae511aeee1e854434f73f2,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,K'Sante,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,1,2,4,8,3,,,,,,0,,,0.2559,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12458,398.4435,0.236317,654.2431,,13,0.4158,8,0.2559,7,36,1.1514,11036,6933,221.7377,0.191398,9725,,253,245,8,3,0,8.0917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,7,Red,jng,Beichuan,oe:player:05326a1c42e9c27a1067768c88955e7,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,Maokai,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,1,1,7,8,3,,,,,,0,,,0.2559,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9670,309.2751,0.183434,973.3369,,6,0.1919,11,0.3518,4,38,1.2154,9324,5221,166.9829,0.144138,8450,,157,16,141,109,7,5.0213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,8,Red,mid,ucal,oe:player:bd6a2e6aaeb993fd29f43790265297f,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,Azir,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,2,0,5,8,3,,,,,,0,,,0.2559,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11199,358.1770,0.212424,319.9893,,14,0.4478,6,0.1919,3,32,1.0235,13699,9596,306.9083,0.264911,12504,,295,291,4,4,0,9.4350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,9,Red,bot,1xn,oe:player:d2b317a92a71a850ae3da1e0d83e883,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,Lucian,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,4,0,3,8,3,,,,,,1,,,0.2559,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14927,477.4094,0.283151,310.5224,,16,0.5117,15,0.4797,7,46,1.4712,15072,10969,350.8209,0.302814,12449,,351,337,14,6,0,11.2260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,10,Red,sup,QiuQiu,oe:player:00e1677908b0a579a5870fbad836dcc,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,Nami,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,0,0,8,8,3,,,,,,0,,,0.2559,0.3518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4464,142.7719,0.0846739,129.0832,,59,1.8870,9,0.2878,15,99,3.1663,7607,3504,112.0682,0.0967392,6835,,29,29,0,0,0,0.9275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,100,Blue,team,,,LNG Esports,oe:team:a9145b7711873f53e610fbba0493484,,Nocturne,Kalista,Vi,Poppy,Kennen,1876,0,3,8,7,3,8,,,,,0,,,,0.0959,0.3518,,1,4,,,,,,,,,1,,,,,,,0,1,,3,7,,,,,0,1,41625,1331.2900,,2396.2260,,100,3.1983,54,1.7271,42,275,8.7953,51675,31162,996.6525,,50617,0.0130046,,,211,136,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10672-10672_game_1,partial,https://lpl.qq.com/es/stats.shtml?bmid=10672,LPL,2024,Spring,0,2024-01-25 11:19:05,1,14.01,200,Red,team,,,ThunderTalk Gaming,oe:team:df80f468a3f9a722df056fe9104f052,,Ashe,Rumble,Rell,Xin Zhao,Wukong,1876,1,8,3,27,8,3,,,,,1,,,,0.2559,0.3518,,4,1,,,,,,,,,4,,,,,,,1,0,,7,3,,,,,1,0,52719,1686.1087,,2387.1748,,108,3.4542,49,1.5672,36,251,8.0277,56738,36225,1158.5821,,49963,-0.0130046,,,167,122,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LOLTMNT02_29818,complete,,PCS,2024,Spring,0,2024-01-25 11:20:24,1,14.01,1,Blue,top,Jiang,oe:player:52406fdacf49f94a54f1c19c506624e,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,K'Sante,Rengar,Ashe,Corki,Renata Glasc,Gnar,1709,1,4,2,5,17,7,1,0,0,0,0,0,0,1,0.5968,0.8426,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,12860,451.4921,0.178708,718.2095,1588.5079,10,0.3511,8,0.2809,6,30,1.0532,11905,8143,285.8865,0.206256,10900,,250,245,5,,,8.7771,3198,4898,82,3912,5330,85,-714,-432,-3,0,0,1,1,0,0,4918,7779,136,5684,8375,139,-766,-596,-3,0,0,1,1,0,0
LOLTMNT02_29818,complete,,PCS,2024,Spring,0,2024-01-25 11:20:24,1,14.01,2,Blue,jng,Gemini,oe:player:766cc4dd4d5005652e8514e3513683f,Frank Esports,oe:team:957a0b20bb6ce6491d39eb82e5fcb17,Rell,Rengar,Ashe,Corki,Renata Glasc,Gnar,1709,1,3,0,11,17,7,0,0,0,0,0,0,0,0,0.5968,0.8426,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,6681,234.5582,0.092842,539.2276,1113.1422,9,0.3160,13,0.4564,7,47,1.6501,10163,6401,224.7279,0.162133,8275,,148,14,134,,,5.1960,3155,2759,53,3006,3212,66,149,-453,-13,1,1,0,0,0,0,4750,4824,84,4681,5147,98,69,-323,-14,1,2,0,1,1,1
