gameid,datacompleteness,url,league,year,split,playoffs,date,game,patch,participantid,side,position,playername,playerid,teamname,teamid,champion,ban1,ban2,ban3,ban4,ban5,gamelength,result,kills,deaths,assists,teamkills,teamdeaths,doublekills,triplekills,quadrakills,pentakills,firstblood,firstbloodkill,firstbloodassist,firstbloodvictim,team kpm,ckpm,firstdragon,dragons,opp_dragons,elementaldrakes,opp_elementaldrakes,infernals,mountains,clouds,oceans,chemtechs,hextechs,dragons (type unknown),elders,opp_elders,firstherald,heralds,opp_heralds,firstbaron,barons,opp_barons,firsttower,towers,opp_towers,firstmidtower,firsttothreetowers,turretplates,opp_turretplates,inhibitors,opp_inhibitors,damagetochampions,dpm,damageshare,damagetakenperminute,damagemitigatedperminute,wardsplaced,wpm,wardskilled,wcpm,controlwardsbought,visionscore,vspm,totalgold,earnedgold,earned gpm,earnedgoldshare,goldspent,gspd,total cs,minionkills,monsterkills,monsterkillsownjungle,monsterkillsenemyjungle,cspm,goldat10,xpat10,csat10,opp_goldat10,opp_xpat10,opp_csat10,golddiffat10,xpdiffat10,csdiffat10,killsat10,assistsat10,deathsat10,opp_killsat10,opp_assistsat10,opp_deathsat10,goldat15,xpat15,csat15,opp_goldat15,opp_xpat15,opp_csat15,golddiffat15,xpdiffat15,csdiffat15,killsat15,assistsat15,deathsat15,opp_killsat15,opp_assistsat15,opp_deathsat15
LOLTMNT02_19742,complete,,LCKC,2024,Spring,0,2024-01-16 10:08:47,3,14.01,10,Red,sup,Loopy,oe:player:e9741b3a238723ea6380ef2113fae63,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,Milio,Kalista,Poppy,Lee Sin,Sejuani,Viego,1847,0,0,2,5,5,14,0,0,0,0,1,0,1,0,0.1624,0.6172,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,2216,71.9870,0.0506133,194.9107,78.8089,36,1.1695,13,0.4223,14,90,2.9237,6621,2578,83.7466,0.0882906,6450,,40,40,0,,,1.2994,2408,2596,20,2120,2899,21,288,-303,-1,0,1,0,0,0,0,3805,3980,30,3138,3808,28,667,172,2,0,3,0,0,0,0
LOLTMNT02_19742,complete,,LCKC,2024,Spring,0,2024-01-16 10:08:47,3,14.01,100,Blue,team,,,Hanwha Life Esports Challengers,oe:team:2a5e5fceaa40b335ebc6b49359abf62,,Nocturne,LeBlanc,Ashe,Rell,Vi,1847,1,14,5,29,14,5,3,0,0,0,0,,,,0.4548,0.6172,0,2,2,2,2,0,0,0,2,0,0,,0,0,1,1,0,1,2,0,0,10,1,1,1,3,1,1,0,51758,1681.3644,,2280.8121,2520.6497,119,3.8657,31,1.0070,48,241,7.8289,59935,39718,1290.2436,,53333,0.102042,,818,245,,,34.5317,15684,19398,342,15832,19304,359,-148,94,-17,2,1,1,1,2,2,23655,30036,541,25381,30312,563,-1726,-276,-22,2,1,3,3,8,2
LOLTMNT02_19742,complete,,LCKC,2024,Spring,0,2024-01-16 10:08:47,3,14.01,200,Red,team,,,Dplus KIA Challengers,oe:team:2d26f8190f9d5cd2e0cb2232d9b7481,,Kalista,Poppy,Lee Sin,Sejuani,Viego,1847,0,5,14,13,5,14,0,0,0,0,1,,,,0.1624,0.6172,1,2,2,2,2,0,0,1,0,1,0,,0,0,0,0,1,0,0,2,1,1,10,0,0,1,3,0,1,43783,1422.2956,,2669.6264,1889.9188,83,2.6963,43,1.3969,39,233,7.5690,49411,29194,948.3703,,48155,-0.102042,,863,199,,,34.4992,15832,19304,359,15684,19398,342,148,-94,17,1,2,2,2,1,1,25381,30312,563,23655,30036,541,1726,276,22,3,8,2,2,1,3
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,1,Blue,top,DAMKEX,oe:player:c29548867659d46983065258032eedd,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,Rumble,Akali,Jax,Ashe,Nautilus,Milio,1960,0,1,4,0,4,15,0,0,0,0,0,0,0,0,0.1224,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,18068,553.1020,0.290011,556.0102,540.7041,14,0.4286,3,0.0918,4,29,0.8878,10251,5977,182.9694,0.198849,10100,,235,210,25,,,7.1939,3371,5200,93,3146,4989,82,225,211,11,0,0,0,0,0,0,5256,8012,148,4797,7881,133,459,131,15,0,0,0,0,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,2,Blue,jng,Lulas,oe:player:205f456adac22b2b8cb732651167215,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,Vi,Akali,Jax,Ashe,Nautilus,Milio,1960,0,1,4,3,4,15,0,0,0,0,1,0,1,0,0.1224,0.5816,,,,,,,,,,,,,,,,,,,0,2,,,,,,,,0,0,4344,132.9796,0.069726,838.9898,1147.4082,8,0.2449,9,0.2755,5,40,1.2245,9190,4916,150.4898,0.16355,8975,,164,12,152,,,5.0204,3213,3208,60,3076,3360,68,137,-152,-8,0,2,0,0,0,0,4682,5168,91,4380,5007,98,302,161,-7,0,2,0,0,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,3,Blue,mid,Furby,oe:player:fe9ef7441c7dd52bebd1ce72a43612b,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,Orianna,Akali,Jax,Ashe,Nautilus,Milio,1960,0,0,0,2,4,15,0,0,0,0,0,0,0,0,0.1224,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,2,15541,475.7449,0.24945,120.9490,148.9898,16,0.4898,2,0.0612,4,32,0.9796,11842,7568,231.6735,0.25178,12150,,308,308,0,,,9.4286,3356,4910,89,3287,5195,92,69,-285,-3,0,0,0,0,0,0,5234,7982,149,5225,8329,152,9,-347,-3,0,0,0,0,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,4,Blue,bot,Faetski,oe:player:d13a22299df0cee586407b889fc69c2,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,Lucian,Akali,Jax,Ashe,Nautilus,Milio,1960,0,2,4,2,4,15,1,0,0,0,1,1,0,0,0.1224,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,18774,574.7143,0.301343,702.8571,368.0510,13,0.3980,10,0.3061,2,40,1.2245,12982,8708,266.5714,0.289707,12650,,293,291,2,,,8.9694,4181,3033,90,2657,2619,57,1524,414,33,2,0,0,0,0,1,6168,5189,144,4610,4860,117,1558,329,27,2,0,0,0,0,1
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,5,Blue,sup,Dancer,oe:player:a4e7ab18a8d310e0e2f6d8a9d17f20f,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,Nami,Akali,Jax,Ashe,Nautilus,Milio,1960,0,0,3,3,4,15,0,0,0,0,1,0,1,0,0.1224,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5574,170.6327,0.0894689,362.7245,145.8061,42,1.2857,9,0.2755,7,91,2.7857,7163,2889,88.4388,0.0961142,6975,,36,36,0,,,1.1020,2574,2879,13,2231,2549,12,343,330,1,0,2,0,0,0,1,3846,4205,22,3353,4197,18,493,8,4,0,2,0,0,0,1
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,6,Red,top,Ariana,oe:player:20a8e429d58dfe01327b4e6f0a1cf05,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,K'Sante,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,2,1,7,15,4,0,0,0,0,0,0,0,0,0.4592,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,10220,312.8571,0.162055,724.5306,1948.1327,9,0.2755,5,0.1531,1,30,0.9184,13292,9018,276.0612,0.216031,13025,,271,271,0,,,8.2959,3146,4989,82,3371,5200,93,-225,-211,-11,0,0,0,0,0,0,4797,7881,133,5256,8012,148,-459,-131,-15,0,0,0,0,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,7,Red,jng,Belit,oe:player:c2dd4ae1efb63bfc5d5f93c31618c08,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,Maokai,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,1,0,12,15,4,0,0,0,0,0,0,0,0,0.4592,0.5816,,,,,,,,,,,,,,,,,,,2,0,,,,,,,,0,0,13196,403.9592,0.209244,1027.7143,728.4796,12,0.3673,16,0.4898,10,50,1.5306,11434,7160,219.1837,0.171522,9950,,195,37,158,,,5.9694,3076,3360,68,3213,3208,60,-137,152,8,0,0,0,0,2,0,4380,5007,98,4682,5168,91,-302,-161,7,0,0,0,0,2,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,8,Red,mid,RafBin,oe:player:376c57e72f39795921d6809f8315d3d,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,Azir,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,6,0,2,15,4,2,0,0,0,0,0,0,0,0.4592,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,2,0,15337,469.5000,0.243194,409.8061,380.7857,13,0.3980,5,0.1531,3,42,1.2857,16152,11878,363.6122,0.284544,13625,,340,313,27,,,10.4082,3287,5195,92,3356,4910,89,-69,285,3,0,0,0,0,0,0,5225,8329,152,5234,7982,149,-9,347,3,0,0,0,0,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,9,Red,bot,wittman,oe:player:9ea81871d6eae77bf89f98d3b7ba544,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,Aphelios,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,5,2,4,15,4,0,0,0,0,0,0,0,1,0.4592,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,19229,588.6429,0.304908,512.5102,532.3776,9,0.2755,7,0.2143,1,21,0.6429,12942,8668,265.3469,0.207647,10800,,238,212,26,,,7.2857,2657,2619,57,4181,3033,90,-1524,-414,-33,0,0,1,2,0,0,4610,4860,117,6168,5189,144,-1558,-329,-27,0,0,1,2,0,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,10,Red,sup,Crisma,oe:player:e15b1554a43df5867d68bd0bf921d78,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,Lulu,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,1,1,12,15,4,0,0,0,0,0,0,0,0,0.4592,0.5816,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5083,155.6020,0.0805994,226.8367,123.8878,39,1.1939,3,0.0918,9,85,2.6020,9294,5020,153.6735,0.120257,7425,,24,24,0,,,0.7347,2231,2549,12,2574,2879,13,-343,-330,-1,0,0,1,0,2,0,3353,4197,18,3846,4205,22,-493,-8,-4,0,0,1,0,2,0
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,100,Blue,team,,,GRP Esports,oe:team:2d038b581c7aa5565f197e93de4ff35,,Akali,Jax,Ashe,Nautilus,Milio,1960,0,4,15,10,4,15,1,0,0,0,1,,,,0.1224,0.5816,0,2,3,2,3,0,2,0,0,0,0,,0,0,1,1,0,0,0,2,0,1,11,0,0,4,1,0,3,62301,1907.1735,,2581.5306,2350.9592,93,2.8469,33,1.0102,22,232,7.1020,51428,30058,920.1429,,50850,-0.0752307,,857,179,,,31.7143,16695,19230,345,14397,18712,311,2298,518,34,2,4,0,0,0,2,25186,30556,554,22365,30274,518,2821,282,36,2,4,0,0,0,2
LOLTMNT04_19084,complete,,UL,2024,Split 1,0,2024-01-16 17:16:13,1,14.01,200,Red,team,,,Forsaken,oe:team:9e12a15ab90a0a26c7e4e5308d3924c,,Nocturne,Xin Zhao,Varus,Jayce,Tristana,1960,1,15,4,37,15,4,2,0,0,0,0,,,,0.4592,0.5816,1,3,2,3,2,0,1,0,0,1,1,,0,0,0,0,1,1,2,0,1,11,1,1,1,1,4,3,0,63065,1930.5612,,2901.3980,3713.6633,82,2.5102,36,1.1020,24,228,6.9796,63114,41744,1277.8776,,54825,0.0752307,,857,211,,,32.6939,14397,18712,311,16695,19230,345,-2298,-518,-34,0,0,2,2,4,0,22365,30274,518,25186,30556,554,-2821,-282,-36,0,0,2,2,4,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,1,Blue,top,Haster,oe:player:02a46d823c99446a67df49a7eebe4b6,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,Renekton,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,0,0,6,11,0,0,0,0,0,0,0,0,0,0.3866,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,9037,317.6450,0.199075,682.8471,558.4534,8,0.2812,1,0.0351,0,21,0.7381,11558,7800,274.1652,0.242499,10350,,234,228,6,,,8.2250,3161,5046,80,3235,5174,85,-74,-128,-5,0,0,0,0,0,0,5211,7694,130,4690,7608,128,521,86,2,0,1,0,0,0,1
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,2,Blue,jng,Krysia,oe:player:243afb63fb97e1791ffee0cec41ecdf,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,Xin Zhao,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,0,0,9,11,0,0,0,0,0,1,0,1,0,0.3866,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5216,183.3392,0.114903,1062.1090,744.5694,8,0.2812,10,0.3515,6,50,1.7575,9505,5747,202.0035,0.178673,8500,,200,15,185,,,7.0299,2988,2799,51,2852,3001,56,136,-202,-5,0,2,0,0,0,1,4547,5524,95,4013,4606,76,534,918,19,0,2,0,0,0,1
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,3,Blue,mid,Modliszka,oe:player:6ce666035ef498ce0b3604b393d05e7,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,Karma,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,1,0,8,11,0,0,0,0,0,0,0,0,0,0.3866,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,12849,451.6344,0.283049,198.8049,156.4499,8,0.2812,4,0.1406,4,34,1.1951,9626,5868,206.2566,0.182435,8475,,227,227,0,,,7.9789,3318,4965,90,3293,4733,93,25,232,-3,0,0,0,0,0,0,4953,7855,138,4954,7396,144,-1,459,-6,0,1,0,0,0,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,4,Blue,bot,Antonio,oe:player:885383f16fccd10370814fcd862aa10,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,Varus,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,8,0,2,11,0,3,2,0,0,1,1,0,0,0.3866,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,14342,504.1125,0.315938,229.5958,155.2197,10,0.3515,3,0.1054,3,20,0.7030,12612,8854,311.2127,0.275267,11075,,245,241,4,,,8.6116,3951,3139,83,2880,2923,65,1071,216,18,2,0,0,0,0,1,5677,5206,131,4524,4495,114,1153,711,17,2,1,0,0,0,1
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,5,Blue,sup,Traffy,oe:player:8df56cfdb368db210b702b71e109fb4,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,Rakan,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,2,0,9,11,0,0,0,0,0,1,0,1,0,0.3866,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,1,0,3951,138.8752,0.087036,223.7610,294.9736,30,1.0545,13,0.4569,3,89,3.1283,7654,3896,136.9420,0.121127,6075,,41,41,0,,,1.4411,2471,2708,18,2163,2074,14,308,634,4,0,2,0,0,0,0,3917,4348,28,3252,3455,22,665,893,6,1,2,0,0,0,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,6,Red,top,DesoLinee,oe:player:1a3955e10b460ea6267c8505a32c9a4,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,Ornn,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0.0000,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,15560,546.9244,0.406925,763.5501,833.6028,10,0.3515,1,0.0351,0,17,0.5975,8431,4673,164.2531,0.220362,8150,,207,207,0,,,7.2759,3235,5174,85,3161,5046,80,74,128,5,0,0,0,0,0,0,4690,7608,128,5211,7694,130,-521,-86,-2,0,0,1,0,1,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,7,Red,jng,Mazi,oe:player:21ebec07a528fe96f13cf501445fbdc,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,Sejuani,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0.0000,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5818,204.4991,0.152152,656.3093,987.4165,6,0.2109,1,0.0351,4,16,0.5624,7461,3703,130.1582,0.174621,7150,,152,14,138,,,5.3427,2852,3001,56,2988,2799,51,-136,202,5,0,0,1,0,2,0,4013,4606,76,4547,5524,95,-534,-918,-19,0,0,1,0,2,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,8,Red,mid,buffi,oe:player:c7b0f8dbb8238ba98b1c363eb705155,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,Orianna,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0.0000,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,5453,191.6696,0.142607,231.4236,192.8295,10,0.3515,4,0.1406,1,22,0.7733,9067,5309,186.6081,0.250352,8565,,244,244,0,,,8.5764,3293,4733,93,3318,4965,90,-25,-232,3,0,0,0,0,0,0,4954,7396,144,4953,7855,138,1,-459,6,0,0,0,0,1,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,9,Red,bot,GGiler,oe:player:eccaa7dbe1dc3d1de23c308c28bc114,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,Aphelios,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,3,0,0,11,0,0,0,0,0,0,0,1,0.0000,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,8792,309.0334,0.229928,424.2882,315.8172,8,0.2812,5,0.1757,0,23,0.8084,9346,5588,196.4148,0.263509,8650,,226,222,4,,,7.9438,2880,2923,65,3951,3139,83,-1071,-216,-18,0,0,1,2,0,0,4524,4495,114,5677,5206,131,-1153,-711,-17,0,0,1,2,1,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,10,Red,sup,UFO,oe:player:97687874fe21f0d2cd8fa47d35f22cd,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,Renata Glasc,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,1,0,0,11,0,0,0,0,0,0,0,0,0.0000,0.3866,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,1,2615,91.9156,0.0683875,143.7258,176.7663,40,1.4060,6,0.2109,11,76,2.6714,5691,1933,67.9438,0.0911565,5475,,29,29,0,,,1.0193,2163,2074,14,2471,2708,18,-308,-634,-4,0,0,0,0,2,0,3252,3455,22,3917,4348,28,-665,-893,-6,0,0,0,1,2,0
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,100,Blue,team,,,devils.one,oe:team:f27741afb3044c971eeced9d0c2daa1,,Azir,Aatrox,Lillia,Bard,Blitzcrank,1707,1,11,0,34,11,0,3,2,0,0,1,,,,0.3866,0.3866,0,3,1,3,1,1,0,0,0,2,0,,0,0,1,1,0,0,0,0,1,7,1,1,1,4,0,1,0,45395,1595.6063,,2397.1178,1909.6661,64,2.2496,31,1.0896,16,214,7.5220,50955,32166,1130.6151,,44475,0.157279,,752,195,,,33.2865,15889,18657,322,14423,17905,313,1466,752,9,2,4,0,0,0,2,24305,30627,522,21433,27560,484,2872,3067,38,3,7,0,0,0,3
LOLTMNT01_32044,complete,,UL,2024,Split 1,0,2024-01-16 18:44:12,1,14.01,200,Red,team,,,Team ESCA Gaming,oe:team:1158ec5b08f516ca81868bc48293989,,Hwei,Lee Sin,Draven,Graves,Viego,1707,0,0,11,0,0,11,0,0,0,0,0,,,,0.0000,0.3866,1,1,3,1,3,0,1,0,0,0,0,,0,0,0,0,1,0,0,0,0,1,7,0,0,0,4,0,1,38238,1344.0422,,2219.2970,2506.4323,74,2.6011,17,0.5975,16,154,5.4130,39996,21207,745.4130,,37990,-0.157279,,716,142,,,30.1582,14423,17905,313,15889,18657,322,-1466,-752,-9,0,0,2,2,4,0,21433,27560,484,24305,30627,522,-2872,-3067,-38,0,0,3,3,7,0
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,1,Blue,top,pr1me,oe:player:f3f1edfba7200c65b417d359a6f9c82,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,Aatrox,K'Sante,Ashe,Jhin,Xin Zhao,Jax,2109,1,4,3,4,15,10,1,1,0,0,0,0,0,0,0.4267,0.7112,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,21296,605.8606,0.247165,997.5818,811.3514,16,0.4552,1,0.0284,3,32,0.9104,14654,10076,286.6572,0.227111,13075,,296,288,8,,,8.4211,3137,4836,81,2527,3890,47,610,946,34,0,0,0,0,0,0,5007,7883,123,4269,6624,88,738,1259,35,1,0,2,0,2,1
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,2,Blue,jng,Afroboi,oe:player:a04f4a8e24d54ff98fc27a5aa5a0c3c,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,Nocturne,K'Sante,Ashe,Jhin,Xin Zhao,Jax,2109,1,2,0,4,15,10,0,0,0,0,1,1,0,0,0.4267,0.7112,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,0,0,6789,193.1437,0.0787944,893.9687,1190.6970,7,0.1991,11,0.3129,4,56,1.5932,12229,7651,217.6671,0.172452,11650,,230,26,204,,,6.5434,3802,3962,83,2962,3137,60,840,825,23,1,0,0,0,0,0,5256,5677,118,5046,5720,91,210,-43,27,1,0,0,2,0,0
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,3,Blue,mid,Roison,oe:player:1428134d4ece3f00321b6b870ca2152,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,Ziggs,K'Sante,Ashe,Jhin,Xin Zhao,Jax,2109,1,7,1,4,15,10,0,0,0,0,0,0,0,0,0.4267,0.7112,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,35916,1021.7923,0.416848,257.0128,139.4879,11,0.3129,5,0.1422,1,22,0.6259,16750,12172,346.2873,0.274354,15725,,294,282,12,,,8.3642,3668,5167,101,3384,5047,94,284,120,7,0,0,0,0,0,0,6747,8248,158,5147,8167,146,1600,81,12,1,0,0,0,1,0
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,4,Blue,bot,Neramin,oe:player:c032df73970ffb2f2b585d912f6b20d,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,Aphelios,K'Sante,Ashe,Jhin,Xin Zhao,Jax,2109,1,2,2,3,15,10,0,0,0,0,0,0,0,0,0.4267,0.7112,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,2,0,18488,525.9744,0.214575,498.2646,366.7994,9,0.2560,8,0.2276,1,28,0.7966,14221,9643,274.3385,0.217351,13675,,311,263,48,,,8.8478,2924,2886,67,3275,3295,83,-351,-409,-16,0,0,0,0,0,0,4860,5134,122,5096,5435,133,-236,-301,-11,0,1,0,0,0,1
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,5,Blue,sup,Czypsy,oe:player:df5866d3078c786ce03084b78b1f5d9,Orbit Anonymo Esports,oe:team:f9f16e15a84c85d050aa09b4a21c757,Milio,K'Sante,Ashe,Jhin,Xin Zhao,Jax,2109,1,0,4,10,15,10,0,0,0,0,1,0,1,0,0.4267,0.7112,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,3672,104.4666,0.0426179,386.6856,213.5420,66,1.8777,32,0.9104,15,139,3.9545,9402,4824,137.2404,0.108732,8525,,48,48,0,,,1.3656,2550,2318,14,2338,2629,22,212,-311,-8,0,1,0,0,0,1,3894,3864,24,3496,3946,27,398,-82,-3,0,2,0,0,0,1
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,6,Red,top,HeSSZero,oe:player:a2694196d288cd26055602729d0bb5c,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,Ornn,Kalista,Rumble,Lucian,Rell,Blitzcrank,2109,0,0,3,7,10,15,0,0,0,0,0,0,0,0,0.2845,0.7112,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,11171,317.8094,0.176238,832.4893,1240.1138,11,0.3129,5,0.1422,7,32,0.9104,10287,5709,162.4182,0.171979,9875,,201,201,0,,,5.7183,2527,3890,47,3137,4836,81,-610,-946,-34,0,0,0,0,0,0,4269,6624,88,5007,7883,123,-738,-1259,-35,0,2,1,1,0,2
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,7,Red,jng,kylin,oe:player:4158d824eb8d710f3d60bfd662a9203,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,Viego,Kalista,Rumble,Lucian,Rell,Blitzcrank,2109,0,3,2,5,10,15,0,0,0,0,0,0,0,0,0.2845,0.7112,,,,,,,,,,,,,,,,,,,0,1,,,,,,,,0,0,13843,393.8265,0.218392,1016.7283,670.3272,9,0.2560,7,0.1991,9,40,1.1380,11405,6827,194.2248,0.205657,10908,,214,19,195,,,6.0882,2962,3137,60,3802,3962,83,-840,-825,-23,0,0,0,1,0,0,5046,5720,91,5256,5677,118,-210,43,-27,2,0,0,1,0,0
LOLTMNT01_31121,complete,,UL,2024,Split 1,0,2024-01-16 19:51:59,1,14.01,8,Red,mid,unknown player,,Iron Wolves,oe:team:bc9bdf946d79f2f1f483b429a7dfffc,Neeko,Kalista,Rumble,Lucian,Rell,Blitzcrank,2109,0,5,2,3,10,15,1,0,0,0,0,0,0,0,0.2845,0.7112,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,0,0,16572,471.4651,0.261446,479.3457,287.8521,15,0.4267,11,0.3129,12,44,1.2518,12692,8114,230.8393,0.244427,12550,,265,258,7,,,7.5391,3384,5047,94,3668,5167,101,-284,-120,-7,0,0,0,0,0,0,5147,8167,146,6747,8248,158,-1600,-81,-12,0,1,0,1,0,0
